St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,GERM 111,B,,Beginning German I,,1.00 ,N,,MWF 1045-1140,TOH 212,"Achberger, Karen R."
O,GERM 112,,,Beginning German II,,1.00 ,N,,MWF 0905-1000,TOH 212,"Rippley, Lavern"
C,GERM 147,,,Grimm Fairy Tales/Folklor,,1.00 ,N,ALS-L HWC,T 0800-0925 Th 0800-0920,TOH 212 TOH 212,"Rippley, Lavern"
C,GERM 231,A,,Intermed German I,,1.00 ,N,,MWF 0905-1000,TOH 110,"Fink, Karl"
C,GERM 231,B,,Intermed German I,,1.00 ,N,,MWF 1150-1245PM,TOH 212,"Fink, Karl"
O,GERM 232,,,Intermed German II,,1.00 ,N,FOL-G,T 0935-1100 Th 0930-1050,TOH 212 TOH 212,"Fink, Karl"
O,GERM 251,,,Understg Narratives,,1.00 ,N,FOL-G WRI,T 0800-0925 Th 0800-0920,TOH 310 TOH 310,"Achberger, Karen R."
O,GERM 272,,T,Top: Turn Pts-Ger His,,1.00 ,N,HWC,T 0935-1100 Th 0930-1050,TOH 108 TOH 108,"Rippley, Lavern"
C,GERM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 298,,,IS/,,1.00 ,N,,,,Staff
C,GERM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 398,,,IR/,,1.00 ,N,,,,Staff
O,GREEK 111,A,,Beginning Greek I,,1.00 ,N,,MWF 0800-0855,TOH 314,"May, James"
O,GREEK 111,B,,Beginning Greek I,,1.00 ,N,,MWF 0905-1000,TOH 314,"May, James"
O,GREEK 231,,,Intermediate Greek,,1.00 ,N,FOL-K,MWF 0200-0255PM,TOH 300,"Brunelle, Christopher M."
C,GREEK 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 298,,,IS/,,1.00 ,N,,,,Staff
O,GREEK 373,,,Greek Historians,,1.00 ,N,FOL-K,T 0120-0245PM Th 0215-0335PM,TOH 300 TOH 300,"Reece, Steve T."
C,GREEK 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 398,,,IR/,,1.00 ,N,,,,Staff
C,HIST 111,,,Viking/Medieval Scand Open to first-year students only.,,1.00 ,N,HWC,T 0800-0925 Th 0800-0920,HH 515 HH 515,"Nichol, Todd W."
C,HIST 122,,,Europe-Great War Open to first-year students only.,,1.00 ,N,HWC,T 0935-1100 Th 0930-1050,HH 514 HH 514,"Peters, Dolores"
C,HIST 126,,,Conquest and Colonization Open to first-year students only.,,1.00 ,N,MCG WRI,T 0120-0245PM Th 0215-0335PM,OM 110 OM 110,"DeLaney, Jeane"
C,HIST 151,,,Slavery in African Hist Open to first-year students only.,,1.00 ,N,MCG,T 0935-1100 Th 0930-1050,HH 302 HH 302,"Iddrisu, Abdulai"
C,HIST 181,,,Civil Rights Revolution,,1.00 ,N,HWC MCD,MWF 0200-0255PM,RML 520,"Fitzgerald, Michael"
C,HIST 182,,,America Since WW II Open to first-year students only.,,1.00 ,N,HWC MCD WRI,MWF 0905-1000,HH 515,"Kutulas, Judy"
C,HIST 188,,T,Top: Perils of Prosperity Open to first-year students only.,,1.00 ,N,HWC,MWF 1255-0150PM,HH 514,"Farrell, James"
O,HIST 190,,,Eur/Anc/Renaissance,,1.00 ,N,HWC,MWF 0200-0255PM,HH 501,"Howe, Timothy R."
O,HIST 194,,,Global Hist to 1500,,1.00 ,N,MCG,MWF 1045-1140,HH 403,"Iddrisu, Abdulai"
C,HIST 198,,,America to 1865,,1.00 ,N,HWC MCD,MWF 1045-1140,HH 317,"Fitzgerald, Michael"
C,HIST 210,,S,"Sem: Med Europe Especially for sophomore history majors, but others may also register.",,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,HH 514 HH 514,"Carrington, J. L."
C,HIST 211,,,Early Middle Ages,,1.00 ,N,HWC,MWF 1150-1245PM,HH 501,"Carrington, J. L."
O,HIST 226,,,Modern France,,1.00 ,N,HWC,MWF 1150-1245PM,HH 403,"Peters, Dolores"
C,HIST 226,,F,FLC - French,,0.25 ,N,,,,"Barjasteh, Jolene Peters, Dolores"
C,HIST 230,,,Imperial Russia,,1.00 ,N,HWC,MWF 0905-1000,OM 30,"Kuxhausen, Anna"
C,HIST 240,,S,"Sem:Implm/Natlm SE Asia Especially for sophomore history majors, but others may also register.",,1.00 ,N,MCG WRI,T 0120-0245PM Th 0215-0335PM,HH 515 HH 515,"Entenmann, Robert"
C,HIST 245,,,Env History/Latin America,,1.00 ,N,MCG ORC,T 0935-1100 Th 0930-1050,OM 140 OM 140,"DeLaney, Jeane"
C,HIST 290,,,Reel Am/History/Film,,1.00 ,N,HWC MCD,MWF 1045-1140,HH 501,"Kutulas, Judy"
C,HIST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HIST 295,,T,Top: Intro to Afr Hist,,1.00 ,N,MCG,T 1145-0110PM Th 1245-0205PM,HH 317 HH 317,"Iddrisu, Abdulai"
O,HIST 298,,,IS/,,1.00 ,N,,,,Staff
O,HIST 298,A,,IS/Indian Waste Mgmt,,1.00 ,N,,,,"Howe, Timothy R."
C,HIST 303,,S,Sem: Late Republican Rome,,1.00 ,N,WRI,M 0700-1000PM,HH 515,"Howe, Timothy R."
C,HIST 320,,S,"Sem: Race,Gender,Medicine",,1.00 ,N,WRI,T 0120-0245PM Th 0215-0335PM,OM 305 OM 305,"Peters, Dolores"
O,HIST 370,,S,Sem: Am Society/Civil War Prerequisite: History 288 America in the Civil War and Reconstruction Era OR History 270 Major Seminar: Civil War OR permission of the instructor.,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,OM 110 OM 110,"Fitzgerald, Michael"
C,HIST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HIST 398,,,IR/,,1.00 ,N,,,,Staff
O,HIST 398,A,,IR/Courtship and Marriage,,1.00 ,N,,,,"Kutulas, Judy"
C,HSPST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 298,,,IS/,,1.00 ,N,,,,Staff
C,HSPST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 398,,,IR/,,1.00 ,N,,,,Staff
O,ID 230,,,Comm Science and Math,,0.25 ,Y,ORC,,,"Shea, Kathleen L."
C,ID 234,,,Human Geography,,1.00 ,N,HBS MCG,T 0120-0245PM Th 0215-0335PM,TOH 210 TOH 210,"McClure, Robert W."
C,ID 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 298,,,IS/,,1.00 ,N,,,,Staff
C,ID 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 398,,,IR/,,1.00 ,N,,,,Staff
C,IDFA 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 298,,,IS/,,1.00 ,N,,,,Staff
C,IDFA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 398,,,IR/,,1.00 ,N,,,,Staff
C,IS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 298,,,IS/,,1.00 ,N,,,,Staff
O,IS 391,,,Senior Project I Open to Senior majors only.,,1.00 ,Y,,,,Staff
O,IS 392,,,Senior Project II Open to Senior majors only.,,1.00 ,N,,,,Staff
C,IS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 398,,,IR/,,1.00 ,N,,,,Staff
O,JAPAN 111,A,,Beginning Japanese I Students in Japan 111A must also register for one lab Japan 111AL or BL.,,1.00 ,N,,MWF 1045-1140,TOH 314,"Bridges IV, William H."
O,JAPAN 111,B,,Beginning Japanese I Students in Japan 111B must also register for one lab Japan 111AL or BL.,,1.00 ,N,,MWF 1150-1245PM,TOH 314,"Bridges IV, William H."
O,JAPAN 111,A,L,    Beginning Japanese I Lab,,0.00 ,N,,Th 0825-0920,TOH 175,"Bridges IV, William H."
O,JAPAN 111,B,L,    Beginning Japanese I Lab,,0.00 ,N,,Th 0930-1025,TOH 175,"Bridges IV, William H."
O,JAPAN 231,,,Intermed Japanese I Students in Japan 231 must also register for lab Japan 231 L.,,1.00 ,N,FOL-J,MWF 0200-0255PM,TOH 314,"Akimoto, Hiroe"
O,JAPAN 231,,L,    Intermed Japanese I Lab,,0.00 ,N,,T 0935-1030,TOH 153,"Akimoto, Hiroe"
C,JAPAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 298,,,IS/,,1.00 ,N,,,,Staff
O,JAPAN 301,,,Advanced Japanese I,,1.00 ,N,FOL-J,MWF 1150-1245PM,TOH 300,"Ito, Rika"
O,JAPAN 320,,,Special Topics/Japanese,,1.00 ,N,,MWF 1150-1245PM,TOH 102,"Akimoto, Hiroe"
C,JAPAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 398,,,IR/,,1.00 ,N,,,,Staff
O,LATIN 111,A,,Beginning Latin I,,1.00 ,N,,MWF 1255-0150PM,TOH 312,"Reece, Steve T."
O,LATIN 111,B,,Beginning Latin I,,1.00 ,N,,MWF 0200-0255PM,TOH 312,"Reece, Steve T."
O,LATIN 111,C,,Beginning Latin I,,1.00 ,N,,MWF 1150-1245PM,TOH 312,"May, James"
O,LATIN 231,A,,Intermediate Latin,,1.00 ,N,FOL-L,MWF 0905-1000,TOH 312,"Brunelle, Christopher M."
O,LATIN 231,B,,Intermediate Latin,,1.00 ,N,FOL-L,MWF 1045-1140,TOH 312,"Brunelle, Christopher M."
C,LATIN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 298,,,IS/,,1.00 ,N,,,,Staff
O,LATIN 371,,,Latin Lyric,,1.00 ,N,FOL-L,T 0935-1100 Th 0930-1050,TOH 300 TOH 300,"May, James"
C,LATIN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 398,,,IR/,,1.00 ,N,,,,Staff
O,MATH 109,,,Preparation for Calculus Open to rising sophomores and first-year students only.,,1.00 ,N,,MWF 0800-0855,TOH 184,"Smith, Kay E."
C,MATH 117,,,Gateways/Mathematics Topic is exploring computer geometry.,,1.00 ,N,AQR,MWF 0800-0855,TOH 182,"Allen, Richard"
O,MATH 120,A,,Calculus I,,1.00 ,N,AQR,MWF 0800-0855,TOH 210,"Ostebee, Arnold"
C,MATH 120,B,,Calculus I This section is closed during web registration.,,1.00 ,N,AQR,MWF 0905-1000,RNS 435,"Ostebee, Arnold"
O,MATH 120,C,,Calculus I,,1.00 ,N,AQR,MWF 1150-1245PM,RNS 208,"Vandiver, Rebecca M."
O,MATH 120,D,,Calculus I,,1.00 ,N,AQR,MWF 1255-0150PM,RNS 208,"Vandiver, Rebecca M."
O,MATH 120,E,,Calculus I,,1.00 ,N,AQR,T 0935-1100 Th 0930-1050,RNS 208 RNS 208,"Matsuura, Ryota"
O,MATH 120,F,,Calculus I,,1.00 ,N,AQR,T 1145-0110PM Th 1245-0205PM,RNS 208 RNS 208,"Matsuura, Ryota"
C,MATH 126,A,,Calculus II This section is closed during web registration.,,1.00 ,N,AQR,MWF 1150-1245PM,TOH 186,"Ostebee, Arnold"
O,MATH 126,B,,Calculus II,,1.00 ,N,AQR,MWF 1255-0150PM,TOH 186,"Diveris, Kosmas"
O,MATH 126,C,,Calculus II,,1.00 ,N,AQR,MWF 0200-0255PM,TOH 184,"Diveris, Kosmas"
O,MATH 126,D,,Calculus II,,1.00 ,N,AQR,T 1145-0110PM Th 1245-0205PM,TOH 184 TOH 184,Staff
O,MATH 128,A,,Honors Calculus II,,1.00 ,N,AQR,MWF 0905-1000,RNS 204,"Humke, Paul"
O,MATH 128,B,,Honors Calculus II,,1.00 ,N,AQR,MWF 1150-1245PM,RNS 204,"Garrett, Kristina"
O,MATH 128,C,,Honors Calculus II,,1.00 ,N,AQR,MWF 1255-0150PM,TOH 184,"Hanson, Bruce"
O,MATH 128,D,,Honors Calculus II,,1.00 ,N,AQR,MWF 0200-0255PM,RNS 204,"Garrett, Kristina"
C,MATH 220,A,,Elem Linear Algebra,,1.00 ,N,AQR,MWF 0800-0855,RNS 206,"Berliner, Adam H."
C,MATH 220,B,,Elem Linear Algebra,,1.00 ,N,AQR,MWF 0905-1000,TOH 184,"Dietz, Jill"
C,MATH 220,C,,Elem Linear Algebra,,1.00 ,N,AQR,MWF 1045-1140,TOH 184,"Dietz, Jill"
O,MATH 220,D,,Elem Linear Algebra,,1.00 ,N,AQR,MWF 1255-0150PM,RNS 206,"Purin, Marju"
O,MATH 220,E,,Elem Linear Algebra,,1.00 ,N,AQR,MWF 0200-0255PM,RNS 206,"Purin, Marju"
C,MATH 226,A,,Multivariable Calc,,1.00 ,N,,MWF 0905-1000,RNS 206,"Hanson, Bruce"
C,MATH 226,B,,Multivariable Calc,,1.00 ,N,,MWF 1150-1245PM,RNS 206,"Hanson, Bruce"
C,MATH 230,A,,Differential Equations I,,1.00 ,N,,T 0800-0925 Th 0800-0920,RNS 204 RNS 204,"Sanft, Kevin R."
C,MATH 230,B,,Differential Equations I,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 204 RNS 204,"Diveris, Kosmas"
C,MATH 238,,,Number Theory,,1.00 ,N,,T 0935-1100 Th 0930-1050,TOH 186 TOH 186,"Purin, Marju"
C,MATH 244,A,,Real Analysis I,,1.00 ,N,WRI,MWF 0905-1000,TOH 186,"Smith, Kay E."
C,MATH 244,B,,Real Analysis I,,1.00 ,N,WRI,MWF 1045-1140,TOH 186,"Humke, Paul"
O,MATH 252,A,,Abstract Algebra I,,1.00 ,N,WRI,MWF 1045-1140,RNS 204,"Garrett, Kristina"
C,MATH 252,B,,Abstract Algebra I,,1.00 ,N,WRI,MWF 0200-0255PM,TOH 186,"Matsuura, Ryota"
C,MATH 262,,,Probability Theory,,1.00 ,N,,MWF 1045-1140,RNS 206,"Roback, Paul J."
C,MATH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 298,,,IS/,,1.00 ,N,,,,Staff
C,MATH 330,,,Differential Equation II,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 206 RNS 206,"Vandiver, Rebecca M."
C,MATH 344,,,Real Analysis II,,1.00 ,N,,T 0800-0925 Th 0800-0920,RNS 206 RNS 206,"Humke, Paul"
C,MATH 382,,S,Sem: Adv Linear Algebra,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 206 RNS 206,"Berliner, Adam H."
C,MATH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 396,,,Research: Registration by permission of instructor only.,,1.00 ,N,,T 0800-0925 Th 0800-0920,TOH 184 TOH 184,"Dietz, Jill"
O,MATH 398,,,IR/,,1.00 ,N,,,,Staff
C,MEDIA 294,,,Academic Internship,,0.50 ,Y,,,,Staff
O,MEDIA 298,,,IS/,,1.00 ,N,,,,Staff
C,MEDIA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 398,,,IR/,,1.00 ,N,WRI,,,Staff
O,MEDVL 398,,,IR/,,1.00 ,N,,,,Staff
C,MGMT 225,A,,Principles of Acct,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 190 RNS 190,"Mader, James"
C,MGMT 225,B,,Principles of Acct,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,RNS 190 RNS 190,"Mader, James"
C,MGMT 229,,,Arts Management,,1.00 ,N,HBS,T 0800-0925 Th 0800-0920,HH 307 HH 307,"Muir, Sian E."
O,MGMT 237,,,Managerial/Cost Acct,,1.00 ,N,,MWF 1255-0150PM,RNS 390,"Hirsch, Richard M."
C,MGMT 250,,,Marketing,,1.00 ,N,HBS,MWF 1045-1140,TOH 210,"Muir, Sian E."
C,MGMT 251,A,,Management,,1.00 ,N,HBS,MWF 1255-0150PM,RNS 190,"Goedde, Richard"
O,MGMT 251,B,,Management,,1.00 ,N,HBS,MWF 0200-0255PM,RNS 190,"Goedde, Richard"
C,MGMT 256,,,Entrepreneurship,,1.00 ,N,,MWF 0905-1000,HH 317,"Muir, Sian E."
C,MGMT 281,,,Corporate Finance,,1.00 ,N,,T 0935-1100 Th 0930-1050,HH 307 HH 307,"Goedde, Richard"
C,MGMT 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MGMT 298,,,IS/,,1.00 ,N,WRI,,,Staff
C,MGMT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MGMT 398,,,IR/,,1.00 ,N,,,,Staff
O,MGMT 398,A,,IR/Mortgage REIT Strategy,,1.00 ,N,,,,"Goedde, Richard"
O,MSCS 389,,,Research Registration by permission of instructor only.,,0.50 ,N,,MWF 0200-0255PM,TOH 182,"Lane-Getaz, Sharon"
C,MUSIC 112,A,,Theory & Aural Skills I This class is open only to approved music majors.,,1.00 ,N,,MWF 0800-0855 T 0800-0925 Th 0800-0920,CHM 224 CHM 224 CHM 224,"Merritt, Justin W."
C,MUSIC 112,B,,Theory & Aural Skills I This class is open only to approved music majors.,,1.00 ,N,,MWF 0905-1000 T 0935-1100 Th 0930-1050,CHM 224 CHM 224 CHM 224,"Merritt, Justin W."
C,MUSIC 112,C,,Theory & Aural Skills I This class is open only to approved music majors.,,1.00 ,N,,MWF 1045-1140 T 1145-0110PM Th 1245-0205PM,CHM 224 CHM 224 CHM 224,"Moya, Reinaldo"
C,MUSIC 112,D,,Theory & Aural Skills I This class is open only to approved music majors.,,1.00 ,N,,MWF 0200-0255PM T 0120-0245PM Th 0215-0335PM,CHM 224 CHM 224 CHM 224,"Amundson, Steven"
C,MUSIC 161,A,,Piano Class I This class is open only to approved music majors.,,0.25 ,N,,MW 1045-1140,CHM 222,"Paddleford, Nancy"
C,MUSIC 161,B,,Piano Class I This class is open only to approved music majors.,,0.25 ,N,,MW 1255-0150PM,CHM 222,"Paddleford, Nancy"
C,MUSIC 161,C,,Piano Class I This class is open only to approved music majors.,,0.25 ,N,,T 1005-1100 Th 0955-1050,CHM 222 CHM 222,"Berger, Linda"
O,MUSIC 161,D,,Piano Class I This class is open only to approved music majors.,,0.25 ,N,,T 1145-1240PM Th 1245-0140PM,CHM 222 CHM 222,"Berger, Linda"
O,MUSIC 164,A,,Voice Class,,0.25 ,N,,MW 0905-1000,CHM 233,"Johnson, Sigrid"
O,MUSIC 164,B,,Voice Class,,0.25 ,N,,MW 1150-1245PM,CHM 233,"Johnson, Sigrid"
O,MUSIC 164,C,,Voice Class,,0.25 ,N,,MW 1255-0150PM,CHM 233,"Johnson, Sigrid"
O,MUSIC 167,,,Percussion Methods,,0.25 ,N,,MWF 0905-1000,CHM 138,"Hagedorn, David"
O,MUSIC 168,,,String Methods,,0.25 ,N,,MWF 1255-0150PM,CHM 140,"Scholz-Carlson, Miriam Carter, David"
O,MUSIC 169,,,Woodwind Methods,,0.25 ,N,,MWF 1150-1245PM,CHM 138,"Maeda, Dana L."
O,MUSIC 212,A,,Theory & Aural Skills III,,1.00 ,N,,MWF 0800-0855 T 0800-0925 Th 0800-0920,CHM 232 CHM 232 CHM 232,"Moya, Reinaldo"
C,MUSIC 212,B,,Theory & Aural Skills III,,1.00 ,N,,MWF 0905-1000 T 0935-1100 Th 0930-1050,CHM 232 CHM 232 CHM 232,"Rodland, Catherine R."
C,MUSIC 212,C,,Theory & Aural Skills III,,1.00 ,N,,MWF 1045-1140 T 0120-0245PM Th 0215-0335PM,CHM 232 CHM 232 CHM 232,"Castro, David R."
C,MUSIC 221,,,Orchestration,,0.50 ,N,,MWF 0200-0255PM,CHM 232,"Merritt, Justin W."
O,MUSIC 222,,,Counterpoint,,1.00 ,N,,MWF 0800-0855,CHM 239,"Castro, David R."
O,MUSIC 223,,,Composition I,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,CHM 232 CHM 232,"Merritt, Justin W."
O,MUSIC 237,,,World Music,,1.00 ,N,ALS-A MCG,MWF 1045-1140,CHM 233,"Hagedorn, David"
C,MUSIC 241,A,,Hist & Lit Music I,,1.00 ,N,,MWF 1255-0150PM,CHM 239,"Hoekstra, Gerald"
O,MUSIC 241,B,,Hist & Lit Music I,,1.00 ,N,,MWF 0200-0255PM,CHM 239,"Hoekstra, Gerald"
O,MUSIC 252,,,Choral Conducting,,0.50 ,N,,T 0120-0245PM Th 0215-0335PM,CHM 140 CHM 140,"Aspaas, Christopher P."
O,MUSIC 261,A,,Piano Class III,,0.25 ,N,,MW 0905-1000,CHM 222,Staff
C,MUSIC 261,B,,Piano Class III,,0.25 ,N,,MW 0200-0255PM,CHM 222,Staff
C,MUSIC 267,,,Adv Act Lyric Stage Only open to students by previous audition.,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,CHM Urness CHM Urness,"McKeel, James"
O,MUSIC 275,,,Instr Chamber Music,,0.25 ,N,,TTh 0800-0855,CHM 140,"Maeda, Dana L."
O,MUSIC 281,,,Vocal Solo Lit I,,0.25 ,N,,MW 0200-0255PM,CHM 233,"Smith, Robert C."
C,MUSIC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MUSIC 298,,,IS/,,1.00 ,N,,,,Staff
O,MUSIC 299,A,T,MSM IS/Conducting,,0.25 ,N,,,,Staff
O,MUSIC 299,B,T,MSM IS/Worship Proj,,0.25 ,N,,,,Staff
O,MUSIC 324,,,Composition II,,1.00 ,N,,MWF 1255-0150PM,CHM 224,"Mahr, Timothy"
O,MUSIC 325,,,Composition III,,1.00 ,N,,MWF 1255-0150PM,CHM 224,"Mahr, Timothy"
C,MUSIC 343,,,Class & Romantic Eras,,1.00 ,N,WRI,MWF 1045-1140,CHM 239,"Hanson, Alice"
O,MUSIC 345,,T,Top: Opera,,1.00 ,N,WRI,T 0800-0925 Th 0800-0920,CHM 239 CHM 239,"Hanson, Alice"
O,MUSIC 354,A,,Advanced Conducting,,0.50 ,N,,T 0935-1100 Th 0930-1050,CHM 140 CHM 140,"Amundson, Steven"
O,MUSIC 354,B,,Advanced Conducting,,0.50 ,N,,T 0935-1100 Th 0930-1050,CHM 233 CHM 233,"Armstrong, Anton"
O,MUSIC 364,,,Vocal Pedagogy,,0.25 ,N,,MW 1255-0150PM,CHM 232,"Engleman, Tracey M."
O,MUSIC 365,,,Child-Adolescent Voice,,0.25 ,N,,MW 0905-1000,CHM 239,"Armstrong, Anton"
C,MUSIC 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MUSIC 398,,,IR/,,1.00 ,N,,,,Staff
O,NEURO 298,,,IS/,,1.00 ,N,,,,Staff
O,NEURO 398,,,IR/,,1.00 ,N,,,,Staff
C,NORW 111,A,,Beginning Norwegian I,,1.00 ,N,,MWF 0800-0855,TOH 112,"Krouk, Dean"
C,NORW 111,B,,Beginning Norwegian I,,1.00 ,N,,MWF 1045-1140,TOH 112,"Haerter, Christine L."
C,NORW 111,C,,Beginning Norwegian I,,1.00 ,N,,MWF 1150-1245PM,TOH 110,"Krouk, Dean"
C,NORW 111,D,,Beginning Norwegian I,,1.00 ,N,,MWF 0200-0255PM,TOH 112,"Haerter, Christine L."
O,NORW 111,E,,Beginning Norwegian I,,1.00 ,N,,MWF 1255-0150PM,TOH 110,"Haerter, Christine L."
C,NORW 231,A,,Intermed Norwegian I,,1.00 ,N,FOL-N,MWF 0905-1000,TOH 112,"Lie, Kari"
C,NORW 231,B,,Intermed Norwegian I,,1.00 ,N,FOL-N,MWF 1150-1245PM,TOH 112,"Lie, Kari"
C,NORW 231,C,,Intermed Norwegian I,,1.00 ,N,FOL-N,MWF 1255-0150PM,TOH 112,"Lie, Kari"
O,NORW 231,D,,Intermed Norwegian I,,1.00 ,N,FOL-N,MWF 0200-0255PM,TOH 316,"O'Leary, Margaret H."
O,NORW 253,,,Advanced Conv & Comp,,1.00 ,N,FOL-N ORC,MWF 1255-0150PM,TOH 300,"O'Leary, Margaret H."
C,NORW 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 298,,,IS/,,1.00 ,N,,,,Staff
O,NORW 298,A,,IS/Autobio in Norw Lit,,1.00 ,N,,,,"Krouk, Dean"
O,NORW 371,,,Norsk Lit Til 1890,,1.00 ,N,ALS-L FOL-N WRI,T 0935-1100 Th 0930-1050,TOH 200 TOH 200,"Krouk, Dean"
C,NORW 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 398,,,IR/,,1.00 ,N,,,,Staff
C,NURS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 298,,,IS/,,1.00 ,N,,,,Staff
O,NURS 302,,,Healthcare Issues Open to Nursing majors only.,,1.00 ,N,HBS WRI,MWF 0200-0255PM,HH 301,"Morisette, Sandra Beckmann, Nicole B. Kuehn, Mary"
O,NURS 304,,,Nursing Concepts Open to Nursing majors only.,,1.00 ,N,,Th 0800-1050,HH 301,"Beckmann, Nicole B. Neal, Diana"
O,NURS 306,,,Health Assessment Students in Nursing 306 must also register for lab Nursing 306L. Open to Nursing majors only.,,1.00 ,N,,M 0800-0855 M 0905-1000 M 1045-1140,HH 301 HH 301 HH 301,"Morisette, Sandra"
O,NURS 306,,L,    Health Assessment Lab Nursing 306L Health Assessment Lab will meet T-W 8:00 a.m.-3:00 p.m. in HH 215. Open to Nursing majors only.,,0.00 ,N,,,,"Morisette, Sandra"
O,NURS 308,,,Adult Health I Nursing 308 Adult Health I will also meet T-W 7:00 a.m.-3:00 p.m. in HH 215. Open to Nursing majors only.,,1.00 ,N,ORC,F 0800-0855 F 0905-1000 F 1045-1140,HH 301 HH 301 HH 301,"Morisette, Sandra Beckmann, Nicole B."
O,NURS 386,,,Perinatal Health Nursing 386 Perinatal Health will also meet TTh 700 a.m.-3:30 p.m. in HH 301. Open to Nursing majors only.,,1.00 ,N,,MWF 1150-1245PM,HH 301,"Huehn, Susan L."
O,NURS 388,,,Community Health Nursing 388 Community Health will also meet TTh 700 a.m.-3:30 p.m. in HH 301. Open to Nursing majors only.,,1.00 ,N,,MWF 1255-0150PM,HH 301,"Kuehn, Mary"
C,NURS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
C,NURS 394,A,,Academic Internship,,0.50 ,Y,,,,Staff
O,NURS 398,,,IR/,,1.00 ,N,,,,Staff
C,PHIL 118,A,,Making of Modern Mind Open to rising sophomores and first-year students only. This course has class-year limits.,,1.00 ,N,HWC,T 0120-0245PM Th 0215-0335PM,HH 516 HH 516,"Cunningham, Arthur"
C,PHIL 118,B,,Making of Modern Mind Open to rising sophomores and first-year students only. This course has class-year limits.,,1.00 ,N,HWC,T 1145-0110PM Th 1245-0205PM,HH 516 HH 516,"Cunningham, Arthur"
C,PHIL 118,C,,Making of Modern Mind Open to rising sophomores and first-year students only. This course has class-year limits.,,1.00 ,N,HWC,MWF 1150-1245PM,HH 516,"Marsh, Jason"
C,PHIL 119,,,Moral Psychology Open to rising sophomores and first-year students only. This course has class-year limits.,,1.00 ,N,HBS,MWF 0905-1000,HH 319,"Grenberg, Jeanine"
C,PHIL 231,,,Philosophy of Mind,,1.00 ,N,HBS WRI,MWF 1255-0150PM,HH 516,"Rudd, Anthony J."
C,PHIL 235,,,Ancient Western,,1.00 ,N,HWC WRI,MWF 0200-0255PM,HH 516,"Munoz-Hutchinson, Danny"
C,PHIL 241,A,,Philosophical Theology,,1.00 ,N,BTS-T WRI,T 0935-1100 Th 0930-1050,RML 525 RML 525,"Taliaferro, Charles"
C,PHIL 241,B,,Philosophical Theology,,1.00 ,N,BTS-T WRI,T 1145-0110PM Th 1245-0205PM,RML 525 RML 525,"Taliaferro, Charles"
C,PHIL 243,,,Aesthetics,,1.00 ,N,ALS-A WRI,T 0120-0245PM Th 0215-0335PM,RML 525 RML 525,"Taliaferro, Charles"
C,PHIL 250,A,,Biomedical Ethics Prerequisite: Completion of BTS-T or permission of instructor. Open only to rising Seniors and Juniors during web registration.,,1.00 ,N,EIN,MWF 0905-1000,HH 403,"Marsh, Jason"
